LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),KELLY_ENGINE,KELLY_ERROR,추천수량,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON
573,204270,제이앤티씨,KOSDAQ,IT/전기전자,21050,158.31,12177.1,0.0,,WAIT,WAIT,3,False,0,True,44.9,44.9,44.2,48.0,43.1,0.0,13.5,45.1,4.9,93.9,0.8,2.7,밸런스우수,0,20500.0,17410.0,23950.0,26650.0,,-0.99,1.82,20070,-3.01,특이사항 없음,3,-3.21,53.3,4.61,,,,추세 관망,CRITICAL,30.9,전자부품 제조업,15831487140.0,59.3,21.37,1,0,15.03,-4.1,8.84,9.98,-2.32,1.45,14.44,-2.77,-25.0,0.393,0.326,0,12.0,0,0,1.22,0.53,0,0,0,1,1,17765.0,4.88,-0.4176,False,O,▲,20727,▼,O,X,8.85,250,0,1,-1,1,27750.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.07,5.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,SWING_120D,45,ATR_3.5x,45,0.0,전자부품 제조업,-5.460217391304347,3.1239130434782605,3.0,0.09826942653545978,0.013358129478128554,0.31645569620253167,OK,43.1,OK,47.78976179223824,47.78976179223824,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,44.9,44.9,44.9,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,1.117,0.789,0.789,0.0,0.0,v22_calibrated,,,,,,,,,True,13.8,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
574,089970,브이엠,KOSDAQ,조선·기계·설비,56000,241.93,13872.3,0.0,,WAIT,WAIT,3,False,0,True,33.8,33.8,20.9,61.7,34.3,0.0,11.5,39.0,40.8,49.0,0.77,1.4,진입적정,0,55200.0,46850.0,63000.0,71700.0,,0.12,1.01,46213,88.71,특이사항 없음,2,-3.03,50.3,-0.77,TIMING 강점,,,추세 관망,CRITICAL,30.9,특수 목적용 기계 제조업,24193352175.0,63.9,12.86,1,0,3.32,-4.11,4.87,11.55,64.46,125.81,16.01,64.01,99.36,0.042,0.042,1,12.0,0,0,1.22,0.53,0,0,0,0,1,47680.0,21.18,-0.2616,False,O,▲,58140,▼,X,X,-2.03,250,0,1,1,1,81800.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.13,5.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,특수 목적용 기계 제조업,-1.6224285714285716,14.934714285714287,2.0,0.08411989795918366,0.0370725266729424,0.09090909090909091,OK,34.3,OK,26.456009748948343,26.456009748948343,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,33.8,33.8,33.8,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,0.934,0.765,0.765,0.0,0.0,v22_calibrated,,,,,,,,,True,12.5,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
575,274090,켄코아에어로스페이스,KOSDAQ,기타,25950,719.8,3562.8,0.0,,WAIT,WAIT,3,False,0,True,64.6,64.6,58.7,66.9,78.2,0.0,0.0,67.9,19.5,75.6,0.0,9.7,,0,23650.0,20300.0,25950.0,30050.0,,2.17,5.59,22265,46.53,특이사항 없음,0,-9.72,60.7,15.26,AI 강점,TIMING 보조,5일 급등,추세 관망,CRITICAL,30.9,"항공기,우주선 및 부품 제조업",71979561550.0,67.2,24.89,0,0,29.81,15.59,19.86,14.07,-2.26,146.44,18.53,-2.71,119.99,0.109,0.109,1,12.0,0,0,2.06,1.0,0,0,0,1,1,16919.5,16.55,0.1804,False,O,▲,21235,▲,O,X,6.05,250,1,1,1,1,31300.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,14.16,6.0,0.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,0.0,"항공기,우주선 및 부품 제조업",-3.9532,-1.33936,6.0,0.07007982383704928,-0.0006665773321969812,0.0,OK,78.2,OK,57.7903402816217,57.7903402816217,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,64.6,64.6,64.6,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,0.687,0.834,0.687,0.0,0.0,v22_calibrated,,,,,,,,,True,0.0,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
576,418420,라온텍,KOSDAQ,IT/전기전자,10210,166.81,3134.6,0.0,,NEUTRAL,NEUTRAL,4,False,0,False,55.2,55.2,46.4,77.6,51.6,0.0,17.1,58.5,31.2,61.0,0.77,19.7,,0,8530.0,7250.0,12500.0,14530.0,,1.14,0.92,8298,38.68,특이사항 없음,0,0.0,63.1,25.65,TIMING 강점,AI 보조,5일 급등,조건 미충족,CRITICAL,30.9,전자부품 제조업,16680899695.0,78.6,68.48,0,0,-8.27,22.28,53.53,39.67,67.93,167.63,44.13,67.48,141.18,0.136,0.136,1,12.0,0,0,1.78,0.61,0,0,0,1,1,7949.0,23.03,0.5782,False,O,▲,9981,▲,O,X,-3.5,250,0,1,1,1,17110.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.01,6.0,3.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전자부품 제조업,-5.460217391304347,3.1239130434782605,3.0,0.10626836434867777,0.16763143666846578,0.22033898305084745,OK,51.6,OK,55.82465612135128,55.82465612135128,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,55.2,55.2,55.2,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,3.102,0.813,0.813,0.0,0.0,v22_calibrated,,,,,,,,,True,22.4,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
577,001740,SK네트웍스,KOSPI,기타,8250,4163.91,16549.0,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,64.3,64.3,81.1,42.8,45.1,0.0,49.6,56.3,38.3,52.1,0.81,24.2,,0,6640.0,5640.0,10360.0,11850.0,,0.62,4.91,7384,50.61,특이사항 없음,0,11.17,75.0,30.38,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CRITICAL,30.9,기타 전문 도매업,416391433450.0,95.6,61.7,0,0,-5.39,27.91,40.55,49.73,52.21,84.56,29.01,15.73,-5.55,0.0,0.0,1,12.0,1,0,1.39,0.58,0,0,0,1,1,6209.0,11.72,0.6221,False,O,▲,7501,▲,O,X,-0.23,250,0,1,1,1,13740.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.06,5.0,3.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 전문 도매업,-3.9532,-1.33936,6.0,0.09835497835497836,0.8132521167528954,0.7867298578199052,OK,45.1,OK,20.5,20.5,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,64.3,64.3,64.3,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,3.72,0.833,0.833,0.0,0.0,v22_calibrated,,,,,,,,,True,25.6,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,RED,B_RED,STRUCT 70~85 위험 구간 + VWAP_GAP > 8% 과열
578,019210,와이지-원,KOSDAQ,기타,19300,634.4,7178.4,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,80.7,80.7,83.1,96.0,54.8,0.0,22.0,78.0,41.2,48.5,0.11,16.8,,0,16530.0,14040.0,19900.0,21650.0,🚀급등시동,1.61,3.05,13237,50.47,특이사항 없음,0,2.31,63.6,22.61,TIMING 강점,STRUCT 보조,5일 급등,과열 (RSI/수익률),CRITICAL,30.9,기타 금속 가공제품 제조업,63440197565.0,71.5,36.68,0,0,9.47,28.67,22.15,34.97,108.42,282.94,39.43,107.97,256.49,0.0,0.0,1,12.0,1,0,1.89,0.91,0,0,0,1,1,13463.5,45.79,0.5355,False,O,▲,16561,▲,O,X,6.07,250,0,1,1,1,23150.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.06,5.0,1.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,기타 금속 가공제품 제조업,-3.9532,-1.33936,6.0,0.075740192450037,0.06284906924793711,0.16901408450704225,OK,54.8,OK,77.41872987660884,77.41872987660884,8,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,80.7,80.7,80.7,36.48,0.45,FRESH,0.535,,False,0.377,True,MATURE,6272.0,1.353,1.049,1.049,0.0,0.0,v22_calibrated,,,,,,,,,True,3.1,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,RED,B_RED,STRUCT 70~85 위험 구간 + VWAP_GAP > 8% 과열
579,009150,삼성전기,KOSPI,IT/전기전자,1031000,11549.02,770092.0,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,78.3,78.3,82.7,69.7,76.9,0.0,21.9,76.4,13.0,83.8,0.4,12.8,밸런스우수,0,914000.0,776000.0,1133000.0,1183000.0,,1.36,1.22,603862,260.45,특이사항 없음,0,33.18,84.6,18.44,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CRITICAL,30.9,전자부품 제조업,1154901595230.0,71.6,49.77,0,0,2.08,14.56,23.92,61.35,233.12,405.39,40.63,196.64,315.28,0.023,0.023,1,12.0,0,0,1.14,0.79,0,0,0,1,1,823750.0,70.73,-0.0207,False,O,▲,1028239,▲,O,X,-1.98,250,0,1,1,1,1354000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.1,4.0,1.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,전자부품 제조업,-5.460217391304347,3.1239130434782605,3.0,0.07444228903976721,0.047123884804562845,0.33544303797468356,OK,76.9,OK,60.0,60.0,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,78.3,78.3,78.3,36.48,0.45,FRESH,0.535,,False,0.358,True,MATURE,6272.0,1.587,0.968,0.968,0.0,0.0,v22_calibrated,,,,,,,,,True,9.9,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,RED,B_RED,STRUCT 70~85 위험 구간 + VWAP_GAP > 8% 과열
580,066575,LG전자우,KOSPI,기타,80500,683.65,13830.9,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,73.3,73.3,76.9,61.7,77.9,0.0,20.2,72.2,16.2,79.8,0.6,19.1,,0,67600.0,57900.0,94100.0,106900.0,,0.2,1.93,66263,51.43,특이사항 없음,0,15.5,80.7,24.98,AI 강점,STRUCT 보조,RSI 과열,과열 (RSI/수익률),CRITICAL,30.9,기타,68364956700.0,76.1,60.23,0,0,-4.28,20.87,33.5,48.25,50.75,64.29,27.53,14.27,-25.82,0.0,0.0,1,12.0,1,0,0.95,0.67,0,0,0,1,1,69290.0,21.48,0.3093,False,O,▲,79031,▲,O,X,3.92,250,0,1,1,1,123200.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,14.35,5.0,2.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타,-3.9532,-1.33936,6.0,0.07568766637089619,0.4049962822763137,0.23008849557522124,OK,77.9,OK,55.5,55.5,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,73.3,73.3,73.3,36.48,0.45,FRESH,0.535,,False,0.318,True,MATURE,6272.0,2.732,0.853,0.853,0.0,0.0,v22_calibrated,,,,,,,,,True,16.9,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,RED,B_RED,STRUCT 70~85 위험 구간 + VWAP_GAP > 8% 과열
581,041830,인바디,KOSDAQ,기타,44300,73.06,5972.0,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,75.2,75.2,85.2,56.5,71.0,0.0,19.1,70.9,28.7,64.1,0.26,21.4,,0,36500.0,31550.0,47600.0,49100.0,,1.49,1.51,36263,47.06,특이사항 없음,0,2.46,79.9,27.52,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CRITICAL,30.9,의료용 기기 제조업,7306466475.0,85.1,82.54,0,0,-1.12,-2.42,50.17,49.92,29.34,54.62,54.38,28.89,28.17,0.026,0.026,1,12.0,1,0,3.51,0.83,0,0,0,1,1,35315.0,22.16,-0.1203,False,O,▲,46170,▲,X,X,-4.8,250,0,1,1,1,53200.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,13.56,5.0,2.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,의료용 기기 제조업,-3.9532,-1.33936,6.0,0.07054176072234764,0.6884030495162412,0.47126436781609193,OK,71.0,OK,51.80567914877238,51.80567914877238,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,75.2,75.2,75.2,36.48,0.45,FRESH,0.535,,False,0.333,True,MATURE,6272.0,2.242,0.864,0.864,0.0,0.0,v22_calibrated,,,,,,,,,True,7.4,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
582,295310,에이치브이엠,KOSDAQ,철강·금속,125300,1549.83,15070.2,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,62.6,62.6,54.4,82.8,59.9,0.0,19.1,65.7,28.4,64.5,0.04,27.5,,0,98300.0,83500.0,127000.0,133800.0,,1.27,4.08,94303,40.69,특이사항 없음,1,-1.92,75.0,33.84,TIMING 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CRITICAL,30.9,1차 비철금속 제조업,154983060300.0,82.6,39.58,0,0,27.99,18.1,40.79,38.76,46.04,453.2,43.22,45.59,426.75,0.0,0.0,1,12.0,0,0,2.61,0.96,0,0,0,1,1,80360.0,32.87,0.2199,False,O,▲,100592,▲,O,X,13.59,250,0,1,1,1,144100.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.06,5.0,1.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,1차 비철금속 제조업,-2.7444444444444445,0.1399999999999993,4.0,0.08077756242161668,0.004575323756610268,0.06995884773662552,OK,59.9,OK,65.5,65.5,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,62.6,62.6,62.6,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,1.939,0.829,0.829,0.0,0.0,v22_calibrated,,,,,,,,,True,1.4,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
583,402340,SK스퀘어,KOSPI,금융,1093000,10717.06,1442305.2,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,67.7,67.7,74.4,61.5,57.1,0.0,18.4,64.3,17.3,78.4,0.53,11.4,,0,981000.0,833000.0,1231000.0,1321000.0,,-0.75,1.17,742430,93.7,특이사항 없음,0,33.09,76.8,16.98,STRUCT 강점,TIMING 보조,RSI 과열,과열 (RSI/수익률),CRITICAL,30.9,기타 금융업,1071706041500.0,54.0,82.65,0,0,-0.46,-7.92,29.96,58.41,95.88,285.54,37.69,59.4,195.43,0.03,0.03,1,12.0,1,0,0.89,0.75,0,0,0,1,1,921650.0,47.22,-0.6492,False,O,▲,1234791,▲,X,X,-1.0,250,0,1,1,1,1441000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.09,4.0,1.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,기타 금융업,-2.414761904761905,-10.430238095238096,10.0,0.08799503332897661,0.09609486426485367,0.05982905982905983,OK,57.1,OK,60.0,60.0,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,67.7,67.7,67.7,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,1.689,0.84,0.84,0.0,0.0,v22_calibrated,,,,,,,,,True,12.6,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,RED,B_RED,STRUCT 70~85 위험 구간 + VWAP_GAP > 8% 과열
584,066570,LG전자,KOSPI,IT/전기전자,217000,8824.12,353459.7,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,69.7,69.7,78.5,70.7,44.4,0.0,18.2,64.5,34.1,57.4,0.64,32.5,,0,163800.0,139200.0,266500.0,311000.0,,0.54,1.43,151182,75.56,특이사항 없음,0,14.07,78.4,39.08,STRUCT 강점,TIMING 보조,RSI 과열,과열 (RSI/수익률),CRITICAL,30.9,통신 및 방송 장비 제조업,882412202250.0,82.3,89.89,0,0,-9.77,38.48,54.01,72.22,85.15,147.72,51.5,48.67,57.61,0.0,0.0,1,12.0,1,0,1.09,0.66,0,0,0,1,1,190530.0,43.53,0.6285,False,O,▲,207628,▲,O,X,3.53,250,0,1,1,1,367500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.02,4.0,4.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,통신 및 방송 장비 제조업,-5.460217391304347,3.1239130434782605,3.0,0.08732718894009217,0.36549902720074356,0.013333333333333334,OK,44.4,OK,60.0,60.0,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,69.7,69.7,69.7,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,4.175,0.845,0.845,0.0,0.0,v22_calibrated,,,,,,,,,True,22.8,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,RED,B_RED,STRUCT 70~85 위험 구간 + VWAP_GAP > 8% 과열
585,212710,아이에스티이,KOSDAQ,반도체,11600,88.08,1116.3,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,76.2,76.2,89.9,85.7,26.5,0.0,18.2,67.4,63.4,20.8,0.13,15.4,,0,10050.0,8540.0,12000.0,13240.0,,1.5,2.48,9222,29.37,특이사항 없음,0,14.02,76.7,21.17,STRUCT 강점,TIMING 보조,RSI 과열,과열 (RSI/수익률),CRITICAL,30.9,반도체 제조업,8807952660.0,86.2,42.14,0,0,9.33,16.82,27.05,41.81,26.78,42.33,46.27,26.33,15.88,0.0,0.0,1,12.0,0,0,1.71,0.9,0,0,0,1,1,8450.0,25.78,-0.0006,False,O,▲,10966,▲,O,X,-0.19,250,0,1,1,1,15110.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.02,6.0,1.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,반도체 제조업,-1.77741935483871,40.12096774193548,1.0,0.07844827586206897,0.03227891121981396,0.1941747572815534,OK,26.5,OK,73.506670330605,73.506670330605,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,76.2,76.2,76.2,36.48,0.45,FRESH,0.535,,False,0.341,True,MATURE,6272.0,1.291,0.897,0.897,0.0,0.0,v22_calibrated,,,,,,,,,True,3.4,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
586,092190,서울바이오시스,KOSDAQ,반도체,17570,365.4,8059.1,0.0,,OVERHEAT,OVERHEAT,5,False,0,False,71.0,71.0,83.7,60.1,49.6,0.0,17.7,64.5,34.1,57.4,0.18,78.9,,0,9820.0,8340.0,19270.0,19770.0,,1.53,0.91,9681,159.69,특이사항 없음,0,79.1,82.7,87.88,STRUCT 강점,TIMING 보조,RSI 과열,과열 (RSI/수익률),CRITICAL,30.9,반도체 제조업,36539532670.0,87.6,206.62,0,0,14.02,29.1,164.21,318.33,474.18,589.02,322.79,473.73,562.57,0.0,0.0,1,12.0,1,0,1.23,0.89,0,0,0,1,1,8388.0,81.49,0.0397,False,O,▲,16998,▲,O,X,-9.8,249,0,1,1,1,23750.0,split,50.0,NORMAL+WARN:ATR%=21.7% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,15.07,5.0,6.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+WARN:ATR%=21.7% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,반도체 제조업,-1.77741935483871,40.12096774193548,1.0,0.20991544027969755,0.8566262745607117,0.17547169811320754,OK,49.6,OK,50.51111805515793,50.51111805515793,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,71.0,71.0,71.0,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,6.385,0.848,0.848,0.0,0.0,v22_calibrated,,,,,,,,,True,9.7,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,RED,B_RED,STRUCT 70~85 위험 구간 + VWAP_GAP > 8% 과열
