시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,근거,RS_slope20,RS_high50,VCP_ok,Pivot_near,Vol_breakout,UDVR_50,UDVR_ok,OBV_high,Weekly_pos,Regime_good,EBS_PLUS,HitProb_%(heuristic),추천매수가,추천매도가1,추천매도가2,손절가
기타,대신증권,003540,29100,79.84,14775.1,67.4,5.38,142.6282,-2.24574,-0.09,0.52,8.99,3,"상승구조, MACD>0, 5d<10%",-0.0826,False,False,True,False,0.86,False,False,True,True,29.7,16.7,28160,29250,30120,26790
기타,두산에너빌리티,034020,88700,4641.28,568177.7,62.3,13.04,973.693,-242.56448,-0.76,9.64,10.6,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",0.1588,False,False,False,False,1.25,False,False,True,True,29.3,16.4,80780,85410,89110,76110
기타,LS에코에너지,229640,46100,140.91,14118.1,60.8,6.61,271.5129,-154.27707,-0.47,-3.76,7.21,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",0.004,False,False,False,False,1.25,False,False,True,True,29.3,16.4,44680,47560,49860,41940
기타,현대로템,064350,230500,1038.9,251573.0,61.1,3.96,789.2363,-414.93711,-0.9,-1.71,14.39,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.1058,False,False,False,False,1.73,True,False,True,True,28.9,16.0,227640,239460,248910,215070
기타,HJ중공업,097230,28100,890.19,25373.0,59.3,3.05,33.1794,-130.65453,-1.01,-0.71,9.55,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.0951,False,False,False,False,1.8,True,False,True,True,28.9,16.0,28100,30710,32800,26450
기타,한화솔루션,009830,30600,386.6,52599.1,63.9,2.87,115.3437,-66.39048,0.12,-4.67,2.86,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.1211,False,False,False,False,1.72,True,False,True,True,28.9,16.0,30340,31530,32480,28850
KOSDAQ,유진로봇,056080,13410,353.56,5030.4,61.8,8.47,0.5383,9.16206,-0.08,0.52,12.03,5,"RSI 45~65, MACD↑, 상승구조, MACD>0, 5d<10%",-0.0103,False,False,False,False,2.28,True,False,True,True,28.9,16.0,12900,13990,14850,11990
기타,HD현대마린솔루션,443060,240500,344.26,107814.3,50.7,2.78,143.076,-714.93859,0.82,-0.21,5.48,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.0258,False,False,False,False,1.65,True,False,True,True,28.9,16.0,239750,251250,260450,226980
기타,HD현대건설기계,267270,100000,327.34,17357.6,57.7,0.26,241.6939,-699.52286,0.41,-8.93,5.93,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.1267,False,False,False,False,1.57,True,False,True,True,28.9,16.0,100000,106770,112190,96750
기타,한국콜마,161890,77000,107.91,18175.9,53.3,0.95,275.0954,41.97768,-0.49,2.39,3.63,5,"RSI 45~65, MACD↑, MA20 근처, MACD>0, 5d<10%",-0.1841,False,False,True,False,1.02,False,False,False,True,28.9,16.0,77000,78960,80520,74060
KOSDAQ,코오롱티슈진,950160,44800,105.59,37283.1,50.8,-0.64,-206.2445,49.4442,-0.13,2.4,2.17,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.2192,False,True,False,False,1.24,False,False,False,True,28.9,16.0,44800,46830,48460,43740
기타,코스맥스,192820,204500,91.6,23209.7,50.6,-0.97,190.6852,166.22939,-0.98,0.25,2.56,5,"RSI 45~65, MACD↑, MA20 근처, MACD>0, 5d<10%",-0.2557,False,True,False,False,1.25,False,False,False,True,28.9,16.0,204500,210830,215890,200310
KOSDAQ,ISC,095340,79700,73.25,16894.1,46.4,-0.05,-606.4226,29.86545,-1.41,-0.75,0.89,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1467,False,False,False,False,1.88,True,False,True,True,28.9,16.0,79700,83340,86240,77350
기타,교촌에프앤비,339770,4210,60.84,2103.5,45.7,-1.03,16.8305,0.84543,4.23,-0.47,0.24,5,"RSI 45~65, MACD↑, 거래량↑, MACD>0, 5d<10%",-0.2253,False,False,False,True,0.23,False,False,False,True,28.9,16.0,4210,4350,4470,4130
기타,신성이엔지,011930,1848,54.62,3804.1,53.6,1.43,4.4886,-7.53224,-0.41,-2.33,3.41,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.1265,False,False,False,False,2.25,True,False,True,True,28.9,16.0,1850,1950,2030,1770
기타,디아이씨,092200,4945,52.92,1923.0,57.3,3.58,-13.9921,7.86988,-0.04,0.92,3.56,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.0819,False,False,False,False,1.78,True,False,True,True,28.9,16.0,4920,5220,5460,4630
KOSDAQ,지투지바이오,456160,167000,1053.83,9050.6,38.7,-8.73,-2526.3155,-147.47891,-0.05,-2.57,0.42,1,5d<10%,-0.3444,False,True,False,False,1.66,True,False,False,True,27.8,15.0,176030,189900,201010,177480
기타,OCI홀딩스,010060,114200,171.5,21486.6,81.2,14.17,2127.4409,-476.65193,-0.21,5.74,14.89,3,"상승구조, MACD>0, 5d<10%",0.0391,False,False,False,False,1.22,False,False,True,True,27.1,15.0,102670,107950,112180,97020
KOSDAQ,네이처셀,007390,24700,67.31,15915.5,65.5,7.35,233.9645,-95.68733,-0.6,-0.4,5.56,3,"상승구조, MACD>0, 5d<10%",0.008,False,False,False,False,1.01,False,False,True,True,27.1,15.0,23860,25550,26910,22320
KOSDAQ,우리기술,032820,4820,1223.74,8014.3,61.3,9.65,67.2866,-14.62501,0.28,9.05,12.88,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0332,False,False,False,False,2.73,True,False,True,True,26.7,15.0,4560,4880,5140,4260
KOSDAQ,비에이치아이,083650,50700,856.15,15688.8,34.6,-0.42,8.2195,-79.06252,0.12,1.0,-1.17,4,"MA20 근처, 상승구조, MACD>0, 5d<10%",-0.132,False,False,False,False,1.32,True,False,True,True,26.7,15.0,50700,53830,56340,49390
기타,포스코인터내셔널,047050,55000,264.15,96757.5,64.9,4.07,288.2894,-266.71953,-0.37,-5.34,3.97,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0719,False,False,False,False,1.44,True,False,True,True,26.7,15.0,54300,57210,59530,51260
기타,S-Oil,010950,71800,174.15,80834.4,64.4,4.6,249.5158,-252.57015,-0.7,-4.14,9.95,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0391,False,False,False,False,1.5,True,False,True,True,26.7,15.0,69880,72350,74330,66590
KOSDAQ,엔켐,348370,86100,167.74,18741.8,63.8,4.52,497.8491,-689.61374,-0.59,-10.31,1.18,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0183,False,False,False,False,1.43,True,False,True,True,26.7,15.0,85780,92600,98050,79900
기타,롯데관광개발,032350,18140,163.48,14428.5,61.7,-0.06,-69.8983,-39.17798,-0.69,-4.22,0.0,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.1692,False,False,False,False,1.53,True,False,True,True,26.7,15.0,18140,18990,19670,17610
KOSDAQ,RFHIC,218410,33400,154.73,8852.1,61.7,13.52,635.465,57.78479,0.2,23.7,19.07,4,"RSI 45~65, MACD↑, 상승구조, MACD>0",-0.0603,False,False,False,False,1.86,True,False,True,True,26.7,15.0,30530,32740,34510,28540
기타,세진중공업,075580,22050,152.53,12535.3,56.8,1.53,-69.3956,-60.77196,-0.67,-2.65,9.7,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.0957,False,False,False,False,2.5,True,False,True,True,26.7,15.0,22050,23890,25360,21070
KOSDAQ,오리엔탈정공,014940,10430,142.87,4753.3,52.7,0.57,-42.1209,-56.54245,-0.64,-6.04,4.51,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.0654,False,False,False,False,2.3,True,False,True,True,26.7,15.0,10430,11390,12160,10060
KOSDAQ,동진쎄미켐,005290,42800,142.37,22005.4,35.8,-0.79,-486.1718,33.72546,-0.87,-0.23,-0.81,4,"MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1267,False,False,False,False,1.95,True,False,True,True,26.7,15.0,42800,44470,45810,41850
KOSDAQ,에이디테크놀로지,200710,26400,142.13,3548.4,42.2,0.56,-251.2272,93.07808,0.45,-0.38,2.72,4,"MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1171,False,False,False,False,1.42,True,False,True,True,26.7,15.0,26400,28240,29720,25460
기타,DB하이텍,000990,58800,130.5,25580.7,49.4,0.81,-312.3433,-39.81347,-1.12,-2.49,-0.51,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.139,False,False,False,False,1.59,True,False,True,True,26.7,15.0,58800,61490,63650,56580
KOSDAQ,한텍,098070,41800,107.32,4648.6,50.0,0.02,454.7307,-147.92746,-0.55,-2.79,12.52,4,"RSI 45~65, MA20 근처, MACD>0, 5d<10%",-0.2005,False,True,False,False,1.25,False,False,False,True,26.7,15.0,41800,44840,47270,40540
KOSDAQ,대주전자재료,078600,75600,102.29,11703.3,65.6,3.82,505.3662,-425.45065,-0.44,-7.69,0.4,4,"MA20 근처, 상승구조, MACD>0, 5d<10%",-0.067,False,False,False,False,1.76,True,False,True,True,26.7,15.0,74890,79040,82360,70630
KOSDAQ,와이씨,232140,14580,100.91,11962.2,43.2,1.14,-134.7579,41.91216,-0.36,3.26,-0.68,4,"MACD↑, MA20 근처, 상승구조, 5d<10%",-0.0983,False,False,False,False,2.33,True,False,True,True,26.7,15.0,14580,15330,15920,13980
KOSDAQ,엑스게이트,356680,9370,100.15,2674.5,63.7,8.92,73.7575,-28.91502,-0.43,-2.9,20.28,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0097,False,False,False,False,3.55,True,False,True,True,26.7,15.0,9000,9810,10450,8340
기타,엔케이,085310,1529,84.65,1206.1,62.8,10.66,17.9251,-2.54795,-0.26,5.81,26.47,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0408,False,False,False,False,3.07,True,False,True,True,26.7,15.0,1450,1590,1700,1340
기타,롯데케미칼,011170,70700,83.75,30242.2,60.4,-0.26,-229.9407,-231.79787,-0.68,-7.46,-3.28,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.1301,False,False,False,False,1.73,True,False,True,True,26.7,15.0,70700,73590,75890,68760
KOSDAQ,보성파워텍,006910,5350,81.42,2628.4,45.4,1.23,-44.559,-12.56033,-0.62,-3.43,2.29,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.037,False,False,False,False,2.48,True,False,True,True,26.7,15.0,5350,5710,6000,5130
기타,녹십자,006280,129700,68.88,15157.4,50.5,-0.42,69.381,-56.06246,0.35,0.7,1.17,4,"RSI 45~65, MA20 근처, MACD>0, 5d<10%",-0.1882,False,False,True,False,0.97,False,False,False,True,26.7,15.0,129700,132730,135150,126340
기타,삼화콘덴서,001820,33800,58.4,3513.5,42.7,0.65,-222.3687,44.36858,-0.1,0.45,-1.31,4,"MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1169,False,False,False,False,1.53,True,False,True,True,26.7,15.0,33800,35350,36580,32580
KOSDAQ,하나머티리얼즈,166090,41150,54.57,8138.5,46.6,-1.78,-648.7646,9.82199,-0.61,-1.79,-10.35,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.1412,False,False,False,False,1.92,True,False,True,True,26.7,15.0,41150,43620,45590,40640
기타,두산,000150,949000,886.79,156811.2,89.1,32.06,28799.5271,-2771.7937,-0.87,18.48,36.15,2,"상승구조, MACD>0",0.4198,False,False,False,False,1.27,False,False,True,True,24.9,15.0,747640,805710,852160,697040
기타,LG전자,066570,87600,965.18,142688.5,67.9,3.71,-18.465,-179.85791,0.49,-0.45,4.04,3,"MA20 근처, 상승구조, 5d<10%",-0.0536,False,False,False,False,1.61,True,False,True,True,24.5,15.0,85840,88580,90770,81930
기타,한국전력,015760,42550,712.65,273155.7,69.2,5.22,202.2414,-176.2786,-1.0,-1.73,-0.35,3,"상승구조, MACD>0, 5d<10%",-0.031,False,False,False,False,1.55,True,False,True,True,24.5,15.0,41550,43760,45530,39230
KOSDAQ,범한퓨얼셀,382900,35000,297.79,3066.3,75.1,15.5,617.9869,-107.90309,-0.2,9.89,26.13,3,"상승구조, MACD>0, 5d<10%",-0.0414,False,False,False,False,4.5,True,False,True,True,24.5,15.0,31970,35320,37990,29390
기타,이수스페셜티케미컬,457190,55400,126.8,16735.4,67.7,3.53,-94.0386,-237.34729,-0.84,-7.2,0.73,3,"MA20 근처, 상승구조, 5d<10%",-0.0293,False,False,False,False,1.41,True,False,True,True,24.5,15.0,55360,59050,62000,51910
KOSDAQ,나우로보틱스,459510,22650,126.5,2925.0,39.8,-4.5,-471.3843,60.85242,-0.61,-4.03,-4.23,3,"MACD↑, 상승구조, 5d<10%",-0.1376,False,False,False,False,2.37,True,False,True,True,24.5,15.0,22850,24590,25970,23010
KOSDAQ,HK이노엔,195940,49400,97.55,13995.0,67.0,4.19,205.2427,-38.20515,-0.04,3.67,3.56,3,"상승구조, MACD>0, 5d<10%",-0.067,False,False,False,False,1.46,True,False,True,True,24.5,15.0,48340,50200,51680,45990
KOSDAQ,인텔리안테크,189300,45200,86.2,4851.5,30.4,-7.52,-432.1173,-183.74121,1.95,-8.22,-5.04,3,"거래량↑, 상승구조, 5d<10%",-0.2047,False,False,False,True,0.99,False,False,False,True,24.5,15.0,47820,49940,51640,47410
KOSDAQ,자람테크놀로지,389020,42950,78.03,2661.9,61.6,10.82,739.4083,-34.02928,0.21,16.24,14.38,3,"RSI 45~65, 상승구조, MACD>0",-0.0179,False,False,False,False,2.1,True,False,True,True,24.5,15.0,40060,42660,44740,37590
KOSDAQ,엠플러스,259630,17370,73.38,2111.8,71.5,11.03,160.448,-90.57934,0.26,-4.4,12.87,3,"상승구조, MACD>0, 5d<10%",-0.0272,False,False,False,False,1.93,True,False,True,True,24.5,15.0,16240,17430,18380,15180
KOSDAQ,테스,095610,44300,70.84,8757.3,46.9,-4.15,-870.9195,-109.26428,-1.17,-11.04,-5.34,3,"RSI 45~65, 상승구조, 5d<10%",-0.1305,False,False,False,False,2.98,True,False,True,True,24.5,15.0,44590,47850,50460,44830
KOSDAQ,우진엔텍,457550,25500,67.1,2364.2,55.8,5.7,194.4653,-20.11535,0.25,-1.73,8.97,3,"RSI 45~65, MACD>0, 5d<10%",-0.082,False,False,False,False,1.35,True,False,True,True,24.5,15.0,24930,26530,27820,23400
KOSDAQ,에치에프알,230240,17190,63.6,2287.8,58.6,6.87,216.8796,-25.47568,0.11,9.0,11.12,3,"RSI 45~65, MACD>0, 5d<10%",-0.0406,False,False,False,False,2.7,True,False,True,True,24.5,15.0,16780,18170,19280,15600
기타,동양,001520,874,59.29,2086.1,57.6,-9.64,-24.1697,-3.85701,-0.77,-11.18,-13.55,3,"RSI 45~65, 상승구조, 5d<10%",-0.1309,False,False,False,False,1.77,True,False,True,True,24.5,15.0,910,1030,1120,940
기타,HD현대에너지솔루션,322000,56800,57.62,6361.6,73.7,12.37,959.8069,-206.26651,-0.31,7.78,19.08,3,"상승구조, MACD>0, 5d<10%",-0.0204,False,False,False,False,1.4,True,False,True,True,24.5,15.0,52120,55270,57780,49030
KOSDAQ,이뮨온시아,424870,5840,50.36,4331.2,42.3,-4.0,-59.49,0.52274,-0.55,-0.17,-5.19,3,"MACD↑, 상승구조, 5d<10%",-0.1167,False,False,False,False,1.94,True,False,True,True,24.5,15.0,5910,6250,6520,5900
기타,풍산,103140,110000,789.81,30826.7,35.9,-9.85,-896.1794,-504.53231,1.94,-8.18,-5.98,2,"거래량↑, 5d<10%",-0.264,False,False,False,True,1.14,False,False,False,True,22.3,15.0,119290,124750,129110,118360
기타,삼성E&A,028050,25950,493.71,50862.0,42.2,-6.63,-190.0954,-118.6407,1.84,-11.43,-6.82,2,"거래량↑, 5d<10%",-0.2121,False,False,False,True,1.05,False,False,False,True,22.3,15.0,27190,28390,29350,26960
KOSDAQ,큐리옥스바이오시스템즈,445680,75700,334.72,12934.1,44.6,6.51,-633.719,367.46489,0.98,11.32,12.48,2,"MACD↑, 상승구조",-0.0079,False,False,False,False,1.4,True,False,True,True,22.3,15.0,74150,80300,85220,68940
KOSDAQ,HPSP,403870,34600,220.53,28890.5,40.5,-2.6,-417.377,-62.38326,-0.73,-5.08,-0.43,2,"상승구조, 5d<10%",-0.1611,False,False,False,False,2.06,True,False,True,True,22.3,15.0,34710,36340,37640,34460
KOSDAQ,피에스케이홀딩스,031980,49100,158.7,10587.1,39.9,-4.4,-854.6239,-244.7059,0.69,-11.21,-6.48,2,"상승구조, 5d<10%",-0.1005,False,False,False,False,1.9,True,False,True,True,22.3,15.0,49480,53240,56240,49820
기타,파라다이스,034230,18490,154.0,17085.8,38.6,-4.86,-62.0737,7.08511,-0.43,-2.01,-1.91,2,"MACD↑, 5d<10%",-0.2793,False,True,False,False,1.02,False,False,False,True,22.3,15.0,19110,19760,20280,18850
KOSDAQ,코미코,183300,110700,152.65,11580.0,42.8,-1.42,-1457.2273,-327.76197,0.61,-6.11,-1.25,2,"상승구조, 5d<10%",-0.0384,False,False,False,False,1.53,True,False,True,True,22.3,15.0,110700,117040,122120,108930
기타,더존비즈온,012510,89100,113.55,27071.1,41.3,-1.81,-640.9574,-96.80912,-0.96,-2.52,-1.0,2,"상승구조, 5d<10%",-0.1884,False,True,False,False,1.25,False,False,False,True,22.3,15.0,89100,92780,95720,88020
KOSDAQ,제주반도체,080220,20550,88.87,7078.0,31.9,-1.84,-271.9275,-7.93437,-0.52,-2.38,-3.75,2,"상승구조, 5d<10%",-0.0788,False,False,False,False,3.6,True,False,True,True,22.3,15.0,20550,21690,22610,20310
기타,호텔신라,008770,48700,84.49,19113.8,40.1,-2.17,-131.7809,-16.89708,-0.67,-0.92,-0.51,2,"상승구조, 5d<10%",-0.2454,False,True,False,False,1.21,False,False,False,True,22.3,15.0,49310,50250,50990,48290
기타,한화투자증권,003530,5350,78.44,11478.3,42.4,-4.96,-19.1018,0.45251,-0.75,-0.37,-0.93,2,"MACD↑, 5d<10%",-0.1663,False,False,False,False,1.75,True,False,True,True,22.3,15.0,5480,5770,6010,5460
KOSDAQ,아이티센글로벌,124500,18700,69.96,4339.2,27.7,-4.94,-200.5756,-44.5424,-1.18,-5.46,-1.79,2,"상승구조, 5d<10%",-0.0808,False,False,False,False,1.65,True,False,True,True,22.3,15.0,18840,20510,21840,19080
KOSDAQ,제이브이엠,054950,27950,55.84,3379.1,37.5,-8.85,-264.5431,-167.7929,0.91,-11.13,-8.51,2,"상승구조, 5d<10%",-0.2421,False,False,False,True,1.19,False,False,False,True,22.3,15.0,29980,31350,32440,29750
KOSDAQ,가온칩스,399720,53200,50.9,6171.4,40.8,-1.7,-480.8259,-86.57531,-0.41,-2.21,-4.49,2,"상승구조, 5d<10%",-0.0689,False,False,False,False,2.17,True,False,True,True,22.3,15.0,53200,55590,57490,52490
KOSDAQ,엠디바이스,226590,17900,122.22,1902.9,53.8,-1.28,-117.9189,21.78059,-0.62,5.05,11.46,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.3262,False,False,False,False,1.97,True,False,False,True,21.6,15.0,17900,19580,20920,17590
KOSDAQ,유니테스트,086390,20300,109.2,4290.2,59.2,9.0,182.9204,55.65725,-0.31,14.69,14.04,4,"RSI 45~65, MACD↑, 상승구조, MACD>0",-0.1777,False,False,False,False,1.31,True,False,False,True,21.6,15.0,19200,20370,21300,18060
기타,JB금융지주,175330,22450,64.68,42920.6,48.3,-0.93,-11.4665,17.20145,-0.57,1.35,-1.1,4,"RSI 45~65, MACD↑, MA20 근처, 5d<10%",-0.1918,False,False,False,False,1.6,True,False,False,True,21.6,15.0,22450,23150,23710,21980
기타,한화엔진,082740,49400,537.43,41222.9,55.5,3.62,49.7917,-41.36646,-0.71,1.02,6.35,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.0292,False,False,False,False,1.18,False,False,True,True,21.2,15.0,49250,52420,54950,46240
기타,NH투자증권,005940,20350,257.18,72516.1,59.7,1.57,-14.1187,1.63128,1.07,-0.97,2.52,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1335,False,False,False,False,0.9,False,False,True,True,21.2,15.0,20350,21120,21730,19430
KOSDAQ,실리콘투,257720,45000,231.21,27527.4,46.7,0.57,130.726,12.18404,-0.68,1.12,5.02,5,"RSI 45~65, MACD↑, MA20 근처, MACD>0, 5d<10%",-0.1673,False,False,False,False,0.88,False,False,True,True,21.2,15.0,45000,46910,48430,43400
기타,SNT에너지,100840,54300,180.29,11229.7,47.9,3.75,514.0277,92.77071,0.32,6.26,14.56,5,"RSI 45~65, MACD↑, MA20 근처, MACD>0, 5d<10%",-0.1441,False,False,False,False,1.29,False,False,True,True,21.2,15.0,54110,57660,60500,50770
기타,한국카본,017960,36600,98.31,18998.5,55.8,2.51,4.6253,-99.39764,-0.96,-1.48,4.27,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.0601,False,False,False,False,1.24,False,False,True,True,21.2,15.0,36600,38610,40230,34630
기타,한미사이언스,008930,39400,73.43,26946.3,62.3,3.39,273.7715,24.78704,-0.02,5.35,5.21,5,"RSI 45~65, MACD↑, MA20 근처, MACD>0, 5d<10%",-0.1607,False,False,False,False,1.17,False,False,True,True,21.2,15.0,38910,40510,41800,36960
기타,SK오션플랜트,100090,21200,256.54,13245.4,37.7,-6.39,-131.3749,-27.22478,-1.06,-7.63,-0.93,1,5d<10%,-0.2778,False,True,False,False,1.23,False,False,False,True,20.1,15.0,21920,23380,24540,21970
기타,우진,105840,15220,177.74,3074.1,45.8,-5.21,-292.2689,-70.05973,-0.68,-9.51,-10.26,3,"RSI 45~65, 상승구조, 5d<10%",-0.1983,False,False,False,False,2.75,True,False,False,True,19.4,15.0,15260,16850,18120,15580
KOSDAQ,메지온,140410,61900,97.66,18790.4,30.2,-1.9,-771.7055,189.10823,-0.09,7.65,5.27,3,"MACD↑, 상승구조, 5d<10%",-0.2304,False,False,False,False,1.68,True,False,False,True,19.4,15.0,61900,66160,69580,61210
KOSDAQ,스맥,099440,4105,84.95,2801.4,44.9,-1.14,-31.0498,11.6642,-0.07,1.73,0.98,3,"MACD↑, 상승구조, 5d<10%",-0.1924,False,False,False,False,2.18,True,False,False,True,19.4,15.0,4100,4370,4590,4030
기타,카카오,035720,65100,2231.66,287949.1,61.1,6.91,672.2119,37.86658,0.03,9.97,12.24,4,"RSI 45~65, MACD↑, MACD>0, 5d<10%",-0.095,False,False,False,False,1.12,False,False,True,True,19.0,15.0,62260,64980,67150,59070
기타,한전기술,052690,102200,316.93,39060.8,63.6,4.39,606.0928,-658.81031,-0.54,-6.58,4.61,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0088,False,False,False,False,1.16,False,False,True,True,19.0,15.0,101450,108530,114200,94970
기타,한화,000880,95600,270.99,71660.6,62.0,6.35,970.7856,-411.24323,-0.31,0.84,15.88,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0516,False,False,False,False,1.22,False,False,True,True,19.0,15.0,92890,98900,103710,87190
기타,한진칼,180640,104700,146.88,69900.1,61.3,3.13,1658.6433,-524.75286,0.46,4.8,6.4,4,"RSI 45~65, MA20 근처, MACD>0, 5d<10%",-0.1334,False,False,False,False,0.94,False,False,True,True,19.0,15.0,104070,109170,113250,98470
KOSDAQ,SAMG엔터,419530,57000,102.37,5548.7,42.5,0.33,165.2654,142.49203,-0.35,-8.36,10.89,4,"MACD↑, MA20 근처, MACD>0, 5d<10%",-0.1698,False,False,False,False,0.95,False,False,True,True,19.0,15.0,57000,62020,66040,55110
기타,씨에스윈드,112610,43650,73.82,18407.8,54.7,0.45,146.0574,-108.73498,-0.34,-2.68,-0.8,4,"RSI 45~65, MA20 근처, MACD>0, 5d<10%",-0.1593,False,False,False,False,0.9,False,False,True,True,19.0,15.0,43650,45040,46140,42150
기타,한전KPS,051600,50700,70.96,22815.0,64.8,1.21,153.9741,-127.41137,-0.87,-3.24,1.71,4,"RSI 45~65, MA20 근처, MACD>0, 5d<10%",-0.1201,False,False,False,False,0.92,False,False,True,True,19.0,15.0,50700,52290,53570,48590
기타,한국가스공사,036460,41700,70.58,38494.5,73.0,2.51,172.4552,-105.70158,-0.87,-2.11,3.09,4,"MA20 근처, 상승구조, MACD>0, 5d<10%",-0.1117,False,False,False,False,1.08,False,False,True,True,19.0,15.0,41180,42170,42960,39690
기타,GS건설,006360,18690,63.24,15995.2,51.0,-0.01,8.5943,-8.98875,-0.42,-1.79,2.35,4,"RSI 45~65, MA20 근처, MACD>0, 5d<10%",-0.1562,False,False,False,False,1.17,False,False,True,True,19.0,15.0,18690,19210,19620,18130
기타,SK아이이테크놀로지,361610,30700,57.62,25108.6,59.9,-0.21,-51.6861,-223.82831,-0.23,-8.9,-9.57,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.0747,False,False,False,False,1.14,False,False,True,True,19.0,15.0,30700,32520,33980,29840
KOSDAQ,다날,064260,8060,252.32,5557.3,26.9,-12.73,-158.8426,-23.86571,-0.65,-9.03,-9.84,2,"상승구조, 5d<10%",-0.3696,False,False,False,False,2.85,True,False,False,True,17.2,15.0,9010,9470,9830,8960
KOSDAQ,현대힘스,460930,22700,166.55,8053.9,41.6,-4.27,-69.3349,34.52635,-0.37,-0.87,0.67,2,"MACD↑, 5d<10%",-0.25,False,False,False,False,1.7,True,False,False,True,17.2,15.0,23070,24360,25390,23000
기타,SNT다이내믹스,003570,53900,77.83,17923.2,23.1,-16.8,-1310.5512,-265.05821,0.86,-14.72,-11.64,2,"상승구조, 5d<10%",-0.3846,False,False,False,False,1.58,True,False,False,True,17.2,15.0,63060,66510,69280,62840
KOSDAQ,NHN KCP,060250,15930,54.66,6397.6,30.4,-7.13,-219.7708,-14.05431,-0.89,-1.18,-2.75,2,"상승구조, 5d<10%",-0.3499,False,False,False,False,2.34,True,False,False,True,17.2,15.0,16710,17600,18300,16640
기타,POSCO홀딩스,005490,310500,1444.15,251296.8,73.2,5.19,2868.8798,-1383.58479,0.21,-4.61,5.97,3,"상승구조, MACD>0, 5d<10%",-0.0692,False,False,False,False,1.11,False,False,True,True,16.8,15.0,300890,312320,321460,286320
KOSDAQ,리가켐바이오,141080,146400,576.57,53597.5,44.9,3.34,806.0856,413.80404,0.27,10.24,11.25,3,"MACD↑, MA20 근처, MACD>0",-0.1525,False,False,False,False,0.87,False,False,True,True,16.8,15.0,145190,152210,157820,137420
기타,LG,003550,80300,358.98,123839.9,75.1,4.93,699.0206,-299.40933,0.41,0.12,9.1,3,"상승구조, MACD>0, 5d<10%",-0.0895,False,False,False,False,1.03,False,False,True,True,16.8,15.0,77790,80300,82310,74230
KOSDAQ,에스앤에스텍,101490,56100,162.19,12034.3,42.9,-0.77,-497.519,-66.62923,-0.29,-9.95,-4.75,3,"MA20 근처, 상승구조, 5d<10%",-0.0638,False,False,False,False,0.77,False,False,True,True,16.8,15.0,56100,60130,63350,54840
KOSDAQ,이오테크닉스,039030,236000,139.8,29074.1,34.0,-1.83,-1932.3177,373.95886,-1.15,0.64,-5.03,3,"MACD↑, 상승구조, 5d<10%",-0.1578,False,False,False,False,1.07,False,False,True,True,16.8,15.0,236000,247820,257280,233190
KOSDAQ,인바디,041830,28650,56.6,3862.3,39.3,-1.62,-153.7791,51.76692,0.15,0.0,1.06,3,"MACD↑, 상승구조, 5d<10%",-0.152,False,False,False,False,0.41,False,False,True,True,16.8,15.0,28650,30260,31540,28250
